"","ParticipantCode","Age","Gender","Round","Offer","Response","Is_anonymous","Other","PrevOffer","PrevResponse","centered_PrevOffer","log_offer","Semantic_distance"
"911","98eku7hk",20,"2","P4.6",3,"Decline","0",7,5,"Decline",-45,1.09861228866811,0.852449435795353
"912","wfeh0pi6",50,"1","P4.6",46,"Accept","0",7,44,"Accept",-6,3.8286413964891,0.836477171152245
"913","027156c3",21,"1","P4.6",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"914","xfea0bma",22,"1","P4.6",30,"Decline","0",7,50,"Decline",0,3.40119738166216,0.939544179136227
"915","ornzkfx7",22,"1","P4.6",32,"Accept","0",7,32,"Accept",-18,3.46573590279973,0.837329953389049
"916","1vup6pbh",25,"2","P4.6",55,"Accept","0",7,35,"Decline",-15,4.00733318523247,0.754014734745607
"917","579jcdm7",49,"1","P4.6",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"918","jpubcjip",50,"1","P4.6",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.882245856560178
"919","9v4hhlqw",21,"2","P4.6",39,"Decline","0",7,32,"Accept",-18,3.66356164612965,0.951220060104023
"920","6fia97r7",20,"2","P4.6",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"921","3fvt8cun",21,"2","P4.6",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.933911592465989
"922","vpzy9ekv",20,"2","P4.6",45,"Accept","0",7,45,"Accept",-5,3.80666248977032,0.933240021494758
"923","51puq0c0",26,"2","P4.6",43,"Decline","0",7,42,"Decline",-8,3.76120011569356,0.909751857825803
"924","19ta5o5n",23,"2","P4.6",40,"Accept","0",7,55,"Decline",5,3.68887945411394,0.901865020633323
"925","t4di9mzf",21,"2","P4.6",33,"Accept","0",7,33,"Accept",-17,3.49650756146648,0.929923259784676
"926","ytmp7lod",21,"2","P4.6",20,"Decline","0",7,50,"Decline",0,2.99573227355399,0.909782464755394
"927","te4gtw5r",52,"2","P4.6",35,"Accept","0",7,40,"Accept",-10,3.55534806148941,0.934424461041242
"928","l1318zut",23,"1","P4.6",4,"Decline","0",7,50,"Decline",0,1.38629436111989,0.929479148768431
"929","g5qcynby",22,"1","P4.6",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"930","wi5jeew6",25,"2","P4.6",40,"Decline","0",7,40,"Accept",-10,3.68887945411394,0.924839464339967
"931","o3hvm7pe",27,"2","P4.6",49,"Accept","0",7,50,"Decline",0,3.89182029811063,0.923066823100972
"932","20ib0rz7",23,"2","P4.6",30,"Accept","0",7,20,"Accept",-30,3.40119738166216,0.958691552326234
"933","j6s1nkqt",18,"2","P4.6",38,"Accept","0",7,36,"Accept",-14,3.63758615972639,0.744515567441081
"934","kknjqt0t",23,"1","P4.6",30,"Decline","0",7,20,"Decline",-30,3.40119738166216,0.951400945708195
"935","o36reyew",22,"1","P4.6",40,"Decline","0",7,20,"Decline",-30,3.68887945411394,0.881078306261058
"936","rcce43lu",24,"1","P4.6",30,"Decline","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
"937","98eku7hk",20,"2","P4.7",34,"Decline","0",7,3,"Decline",-47,3.52636052461616,0.852449435795353
"938","wfeh0pi6",50,"1","P4.7",48,"Decline","0",7,46,"Accept",-4,3.87120101090789,0.836477171152245
"939","027156c3",21,"1","P4.7",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"940","xfea0bma",22,"1","P4.7",50,"Accept","0",7,30,"Decline",-20,3.91202300542815,0.939544179136227
"941","ornzkfx7",22,"1","P4.7",32,"Decline","0",7,32,"Accept",-18,3.46573590279973,0.837329953389049
"942","1vup6pbh",25,"2","P4.7",35,"Accept","0",7,55,"Accept",5,3.55534806148941,0.754014734745607
"943","579jcdm7",49,"1","P4.7",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"944","jpubcjip",50,"1","P4.7",45,"Accept","0",7,50,"Accept",0,3.80666248977032,0.882245856560178
"945","9v4hhlqw",21,"2","P4.7",45,"Decline","0",7,39,"Decline",-11,3.80666248977032,0.951220060104023
"946","6fia97r7",20,"2","P4.7",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"947","3fvt8cun",21,"2","P4.7",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.933911592465989
"948","vpzy9ekv",20,"2","P4.7",43,"Accept","0",7,45,"Accept",-5,3.76120011569356,0.933240021494758
"949","51puq0c0",26,"2","P4.7",43,"Decline","0",7,43,"Decline",-7,3.76120011569356,0.909751857825803
"950","19ta5o5n",23,"2","P4.7",50,"Accept","0",7,40,"Accept",-10,3.91202300542815,0.901865020633323
"951","t4di9mzf",21,"2","P4.7",33,"Decline","0",7,33,"Accept",-17,3.49650756146648,0.929923259784676
"952","ytmp7lod",21,"2","P4.7",0,"Decline","0",7,20,"Decline",-30,-Inf,0.909782464755394
"953","te4gtw5r",52,"2","P4.7",35,"Accept","0",7,35,"Accept",-15,3.55534806148941,0.934424461041242
"954","l1318zut",23,"1","P4.7",40,"Accept","0",7,4,"Decline",-46,3.68887945411394,0.929479148768431
"955","g5qcynby",22,"1","P4.7",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"956","wi5jeew6",25,"2","P4.7",40,"Decline","0",7,40,"Decline",-10,3.68887945411394,0.924839464339967
"957","o3hvm7pe",27,"2","P4.7",50,"Accept","0",7,49,"Accept",-1,3.91202300542815,0.923066823100972
"958","20ib0rz7",23,"2","P4.7",50,"Accept","0",7,30,"Accept",-20,3.91202300542815,0.958691552326234
"959","j6s1nkqt",18,"2","P4.7",39,"Accept","0",7,38,"Accept",-12,3.66356164612965,0.744515567441081
"960","kknjqt0t",23,"1","P4.7",40,"Accept","0",7,30,"Decline",-20,3.68887945411394,0.951400945708195
"961","o36reyew",22,"1","P4.7",50,"Accept","0",7,40,"Decline",-10,3.91202300542815,0.881078306261058
"962","rcce43lu",24,"1","P4.7",30,"Accept","0",7,30,"Decline",-20,3.40119738166216,0.841054798896276
"963","98eku7hk",20,"2","P4.8",77,"Accept","0",7,34,"Decline",-16,4.34380542185368,0.852449435795353
"964","wfeh0pi6",50,"1","P4.8",50,"Accept","0",7,48,"Decline",-2,3.91202300542815,0.836477171152245
"965","027156c3",21,"1","P4.8",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"966","xfea0bma",22,"1","P4.8",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.939544179136227
"967","ornzkfx7",22,"1","P4.8",33,"Decline","0",7,32,"Decline",-18,3.49650756146648,0.837329953389049
"968","1vup6pbh",25,"2","P4.8",55,"Decline","0",7,35,"Accept",-15,4.00733318523247,0.754014734745607
"969","579jcdm7",49,"1","P4.8",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"970","jpubcjip",50,"1","P4.8",50,"Accept","0",7,45,"Accept",-5,3.91202300542815,0.882245856560178
"971","9v4hhlqw",21,"2","P4.8",32,"Accept","0",7,45,"Decline",-5,3.46573590279973,0.951220060104023
"972","6fia97r7",20,"2","P4.8",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"973","3fvt8cun",21,"2","P4.8",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.933911592465989
"974","vpzy9ekv",20,"2","P4.8",45,"Accept","0",7,43,"Accept",-7,3.80666248977032,0.933240021494758
"975","51puq0c0",26,"2","P4.8",43,"Accept","0",7,43,"Decline",-7,3.76120011569356,0.909751857825803
"976","19ta5o5n",23,"2","P4.8",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.901865020633323
"977","t4di9mzf",21,"2","P4.8",33,"Decline","0",7,33,"Decline",-17,3.49650756146648,0.929923259784676
"978","ytmp7lod",21,"2","P4.8",55,"Accept","0",7,0,"Decline",-50,4.00733318523247,0.909782464755394
"979","te4gtw5r",52,"2","P4.8",40,"Accept","0",7,35,"Accept",-15,3.68887945411394,0.934424461041242
"980","l1318zut",23,"1","P4.8",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.929479148768431
"981","g5qcynby",22,"1","P4.8",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"982","wi5jeew6",25,"2","P4.8",49,"Decline","0",7,40,"Decline",-10,3.89182029811063,0.924839464339967
"983","o3hvm7pe",27,"2","P4.8",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.923066823100972
"984","20ib0rz7",23,"2","P4.8",0,"Decline","0",7,50,"Accept",0,-Inf,0.958691552326234
"985","j6s1nkqt",18,"2","P4.8",40,"Decline","0",7,39,"Accept",-11,3.68887945411394,0.744515567441081
"986","kknjqt0t",23,"1","P4.8",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.951400945708195
"987","o36reyew",22,"1","P4.8",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.881078306261058
"988","rcce43lu",24,"1","P4.8",30,"Accept","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
"989","98eku7hk",20,"2","P4.9",56,"Accept","0",7,77,"Accept",27,4.02535169073515,0.852449435795353
"990","wfeh0pi6",50,"1","P4.9",55,"Decline","0",7,50,"Accept",0,4.00733318523247,0.836477171152245
"991","027156c3",21,"1","P4.9",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"992","xfea0bma",22,"1","P4.9",20,"Accept","0",7,50,"Decline",0,2.99573227355399,0.939544179136227
"993","ornzkfx7",22,"1","P4.9",34,"Decline","0",7,33,"Decline",-17,3.52636052461616,0.837329953389049
"994","1vup6pbh",25,"2","P4.9",50,"Accept","0",7,55,"Decline",5,3.91202300542815,0.754014734745607
"995","579jcdm7",49,"1","P4.9",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"996","jpubcjip",50,"1","P4.9",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.882245856560178
"997","9v4hhlqw",21,"2","P4.9",35,"Decline","0",7,32,"Accept",-18,3.55534806148941,0.951220060104023
"998","6fia97r7",20,"2","P4.9",50,"Accept","0",7,50,"Decline",0,3.91202300542815,0.932747482222432
"999","3fvt8cun",21,"2","P4.9",70,"Decline","0",7,40,"Accept",-10,4.24849524204936,0.933911592465989
"1000","vpzy9ekv",20,"2","P4.9",40,"Accept","0",7,45,"Accept",-5,3.68887945411394,0.933240021494758
"1001","51puq0c0",26,"2","P4.9",44,"Decline","0",7,43,"Accept",-7,3.78418963391826,0.909751857825803
"1002","19ta5o5n",23,"2","P4.9",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.901865020633323
"1003","t4di9mzf",21,"2","P4.9",40,"Accept","0",7,33,"Decline",-17,3.68887945411394,0.929923259784676
"1004","ytmp7lod",21,"2","P4.9",50,"Accept","0",7,55,"Accept",5,3.91202300542815,0.909782464755394
"1005","te4gtw5r",52,"2","P4.9",35,"Accept","0",7,40,"Accept",-10,3.55534806148941,0.934424461041242
"1006","l1318zut",23,"1","P4.9",45,"Accept","0",7,40,"Accept",-10,3.80666248977032,0.929479148768431
"1007","g5qcynby",22,"1","P4.9",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"1008","wi5jeew6",25,"2","P4.9",50,"Accept","0",7,49,"Decline",-1,3.91202300542815,0.924839464339967
"1009","o3hvm7pe",27,"2","P4.9",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.923066823100972
"1010","20ib0rz7",23,"2","P4.9",30,"Decline","0",7,0,"Decline",-50,3.40119738166216,0.958691552326234
"1011","j6s1nkqt",18,"2","P4.9",40,"Accept","0",7,40,"Decline",-10,3.68887945411394,0.744515567441081
"1012","kknjqt0t",23,"1","P4.9",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.951400945708195
"1013","o36reyew",22,"1","P4.9",5,"Decline","0",7,50,"Decline",0,1.6094379124341,0.881078306261058
"1014","rcce43lu",24,"1","P4.9",30,"Accept","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
"1015","98eku7hk",20,"2","P4.10",6,"Accept","0",7,56,"Accept",6,1.79175946922805,0.852449435795353
"1016","wfeh0pi6",50,"1","P4.10",50,"Accept","0",7,55,"Decline",5,3.91202300542815,0.836477171152245
"1017","027156c3",21,"1","P4.10",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"1018","xfea0bma",22,"1","P4.10",40,"Accept","0",7,20,"Accept",-30,3.68887945411394,0.939544179136227
"1019","ornzkfx7",22,"1","P4.10",40,"Accept","0",7,34,"Decline",-16,3.68887945411394,0.837329953389049
"1020","1vup6pbh",25,"2","P4.10",45,"Accept","0",7,50,"Accept",0,3.80666248977032,0.754014734745607
"1021","579jcdm7",49,"1","P4.10",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"1022","jpubcjip",50,"1","P4.10",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.882245856560178
"1023","9v4hhlqw",21,"2","P4.10",24,"Accept","0",7,35,"Decline",-15,3.17805383034795,0.951220060104023
"1024","6fia97r7",20,"2","P4.10",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"1025","3fvt8cun",21,"2","P4.10",0,"Decline","0",7,70,"Decline",20,-Inf,0.933911592465989
"1026","vpzy9ekv",20,"2","P4.10",45,"Accept","0",7,40,"Accept",-10,3.80666248977032,0.933240021494758
"1027","51puq0c0",26,"2","P4.10",45,"Accept","0",7,44,"Decline",-6,3.80666248977032,0.909751857825803
"1028","19ta5o5n",23,"2","P4.10",55,"Decline","0",7,50,"Decline",0,4.00733318523247,0.901865020633323
"1029","t4di9mzf",21,"2","P4.10",35,"Decline","0",7,40,"Accept",-10,3.55534806148941,0.929923259784676
"1030","ytmp7lod",21,"2","P4.10",40,"Accept","0",7,50,"Accept",0,3.68887945411394,0.909782464755394
"1031","te4gtw5r",52,"2","P4.10",35,"Accept","0",7,35,"Accept",-15,3.55534806148941,0.934424461041242
"1032","l1318zut",23,"1","P4.10",48,"Accept","0",7,45,"Accept",-5,3.87120101090789,0.929479148768431
"1033","g5qcynby",22,"1","P4.10",40,"Decline","0",7,50,"Decline",0,3.68887945411394,0.933066233403397
"1034","wi5jeew6",25,"2","P4.10",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.924839464339967
"1035","o3hvm7pe",27,"2","P4.10",49,"Accept","0",7,50,"Decline",0,3.89182029811063,0.923066823100972
"1036","20ib0rz7",23,"2","P4.10",50,"Accept","0",7,30,"Decline",-20,3.91202300542815,0.958691552326234
"1037","j6s1nkqt",18,"2","P4.10",41,"Accept","0",7,40,"Accept",-10,3.71357206670431,0.744515567441081
"1038","kknjqt0t",23,"1","P4.10",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.951400945708195
"1039","o36reyew",22,"1","P4.10",30,"Decline","0",7,5,"Decline",-45,3.40119738166216,0.881078306261058
"1040","rcce43lu",24,"1","P4.10",30,"Decline","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
"1041","98eku7hk",20,"2","P5.1",1,"Decline","0",8,NA,NA,NA,0,0.880062024920278
"1042","wfeh0pi6",50,"1","P5.1",35,"Accept","0",8,NA,NA,NA,3.55534806148941,0.861592650939119
"1043","027156c3",21,"1","P5.1",55,"Accept","0",8,NA,NA,NA,4.00733318523247,0.918066511211649
"1044","xfea0bma",22,"1","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.934278502829337
"1045","ornzkfx7",22,"1","P5.1",50,"Decline","0",8,NA,NA,NA,3.91202300542815,0.856166597883474
"1046","1vup6pbh",25,"2","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.774162329810548
"1047","579jcdm7",49,"1","P5.1",10,"Decline","0",8,NA,NA,NA,2.30258509299405,0.889752465405828
"1048","jpubcjip",50,"1","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.904576684986924
"1049","9v4hhlqw",21,"2","P5.1",30,"Accept","0",8,NA,NA,NA,3.40119738166216,1
"1050","6fia97r7",20,"2","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.919963042312994
"1051","3fvt8cun",21,"2","P5.1",0,"Decline","0",8,NA,NA,NA,-Inf,0.921515637853656
"1052","vpzy9ekv",20,"2","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.929959503054653
"1053","51puq0c0",26,"2","P5.1",40,"Accept","0",8,NA,NA,NA,3.68887945411394,0.902285184220969
"1054","19ta5o5n",23,"2","P5.1",45,"Accept","0",8,NA,NA,NA,3.80666248977032,0.923067755127282
"1055","t4di9mzf",21,"2","P5.1",3,"Decline","0",8,NA,NA,NA,1.09861228866811,0.935517148328862
"1056","ytmp7lod",21,"2","P5.1",45,"Accept","0",8,NA,NA,NA,3.80666248977032,0.934183198195364
"1057","te4gtw5r",52,"2","P5.1",35,"Accept","0",8,NA,NA,NA,3.55534806148941,0.933270538243809
"1058","l1318zut",23,"1","P5.1",50,"Decline","0",8,NA,NA,NA,3.91202300542815,0.930647131797716
"1059","g5qcynby",22,"1","P5.1",40,"Accept","0",8,NA,NA,NA,3.68887945411394,0.898426783468667
"1060","wi5jeew6",25,"2","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.925441208689343
"1061","o3hvm7pe",27,"2","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.890749617297353
"1062","20ib0rz7",23,"2","P5.1",0,"Decline","0",8,NA,NA,NA,-Inf,0.940437426945707
"1063","j6s1nkqt",18,"2","P5.1",20,"Accept","0",8,NA,NA,NA,2.99573227355399,0.758052461346606
"1064","kknjqt0t",23,"1","P5.1",10,"Accept","0",8,NA,NA,NA,2.30258509299405,0.94001475482331
"1065","o36reyew",22,"1","P5.1",50,"Accept","0",8,NA,NA,NA,3.91202300542815,0.889587018867495
"1066","rcce43lu",24,"1","P5.1",30,"Accept","0",8,NA,NA,NA,3.40119738166216,0.864989489522334
"1067","98eku7hk",20,"2","P5.2",1,"Decline","0",8,1,"Decline",-49,0,0.880062024920278
"1068","wfeh0pi6",50,"1","P5.2",37,"Decline","0",8,35,"Accept",-15,3.61091791264422,0.861592650939119
"1069","027156c3",21,"1","P5.2",55,"Accept","0",8,55,"Accept",5,4.00733318523247,0.918066511211649
"1070","xfea0bma",22,"1","P5.2",40,"Accept","0",8,50,"Accept",0,3.68887945411394,0.934278502829337
"1071","ornzkfx7",22,"1","P5.2",55,"Accept","0",8,50,"Decline",0,4.00733318523247,0.856166597883474
"1072","1vup6pbh",25,"2","P5.2",25,"Accept","0",8,50,"Accept",0,3.2188758248682,0.774162329810548
"1073","579jcdm7",49,"1","P5.2",50,"Accept","0",8,10,"Decline",-40,3.91202300542815,0.889752465405828
"1074","jpubcjip",50,"1","P5.2",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.904576684986924
"1075","9v4hhlqw",21,"2","P5.2",35,"Accept","0",8,30,"Accept",-20,3.55534806148941,1
"1076","6fia97r7",20,"2","P5.2",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.919963042312994
"1077","3fvt8cun",21,"2","P5.2",30,"Accept","0",8,0,"Decline",-50,3.40119738166216,0.921515637853656
"1078","vpzy9ekv",20,"2","P5.2",45,"Accept","0",8,50,"Accept",0,3.80666248977032,0.929959503054653
"1079","51puq0c0",26,"2","P5.2",41,"Accept","0",8,40,"Accept",-10,3.71357206670431,0.902285184220969
"1080","19ta5o5n",23,"2","P5.2",50,"Accept","0",8,45,"Accept",-5,3.91202300542815,0.923067755127282
"1081","t4di9mzf",21,"2","P5.2",35,"Accept","0",8,3,"Decline",-47,3.55534806148941,0.935517148328862
"1082","ytmp7lod",21,"2","P5.2",35,"Accept","0",8,45,"Accept",-5,3.55534806148941,0.934183198195364
"1083","te4gtw5r",52,"2","P5.2",35,"Accept","0",8,35,"Accept",-15,3.55534806148941,0.933270538243809
"1084","l1318zut",23,"1","P5.2",50,"Accept","0",8,50,"Decline",0,3.91202300542815,0.930647131797716
"1085","g5qcynby",22,"1","P5.2",45,"Decline","0",8,40,"Accept",-10,3.80666248977032,0.898426783468667
"1086","wi5jeew6",25,"2","P5.2",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.925441208689343
"1087","o3hvm7pe",27,"2","P5.2",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.890749617297353
"1088","20ib0rz7",23,"2","P5.2",60,"Accept","0",8,0,"Decline",-50,4.0943445622221,0.940437426945707
"1089","j6s1nkqt",18,"2","P5.2",22,"Decline","0",8,20,"Accept",-30,3.09104245335832,0.758052461346606
"1090","kknjqt0t",23,"1","P5.2",10,"Decline","0",8,10,"Accept",-40,2.30258509299405,0.94001475482331
"1091","o36reyew",22,"1","P5.2",50,"Decline","0",8,50,"Accept",0,3.91202300542815,0.889587018867495
"1092","rcce43lu",24,"1","P5.2",30,"Decline","0",8,30,"Accept",-20,3.40119738166216,0.864989489522334
"1093","98eku7hk",20,"2","P5.3",7,"Decline","0",8,1,"Decline",-49,1.94591014905531,0.880062024920278
"1094","wfeh0pi6",50,"1","P5.3",45,"Accept","0",8,37,"Decline",-13,3.80666248977032,0.861592650939119
"1095","027156c3",21,"1","P5.3",55,"Accept","0",8,55,"Accept",5,4.00733318523247,0.918066511211649
"1096","xfea0bma",22,"1","P5.3",30,"Decline","0",8,40,"Accept",-10,3.40119738166216,0.934278502829337
"1097","ornzkfx7",22,"1","P5.3",50,"Accept","0",8,55,"Accept",5,3.91202300542815,0.856166597883474
"1098","1vup6pbh",25,"2","P5.3",75,"Accept","0",8,25,"Accept",-25,4.31748811353631,0.774162329810548
"1099","579jcdm7",49,"1","P5.3",100,"Accept","0",8,50,"Accept",0,4.60517018598809,0.889752465405828
"1100","jpubcjip",50,"1","P5.3",60,"Accept","0",8,50,"Accept",0,4.0943445622221,0.904576684986924
"1101","9v4hhlqw",21,"2","P5.3",38,"Decline","0",8,35,"Accept",-15,3.63758615972639,1
"1102","6fia97r7",20,"2","P5.3",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.919963042312994
"1103","3fvt8cun",21,"2","P5.3",30,"Decline","0",8,30,"Accept",-20,3.40119738166216,0.921515637853656
"1104","vpzy9ekv",20,"2","P5.3",45,"Accept","0",8,45,"Accept",-5,3.80666248977032,0.929959503054653
"1105","51puq0c0",26,"2","P5.3",42,"Accept","0",8,41,"Accept",-9,3.73766961828337,0.902285184220969
"1106","19ta5o5n",23,"2","P5.3",45,"Accept","0",8,50,"Accept",0,3.80666248977032,0.923067755127282
"1107","t4di9mzf",21,"2","P5.3",35,"Accept","0",8,35,"Accept",-15,3.55534806148941,0.935517148328862
"1108","ytmp7lod",21,"2","P5.3",35,"Decline","0",8,35,"Accept",-15,3.55534806148941,0.934183198195364
"1109","te4gtw5r",52,"2","P5.3",35,"Accept","0",8,35,"Accept",-15,3.55534806148941,0.933270538243809
"1110","l1318zut",23,"1","P5.3",45,"Decline","0",8,50,"Accept",0,3.80666248977032,0.930647131797716
"1111","g5qcynby",22,"1","P5.3",40,"Accept","0",8,45,"Decline",-5,3.68887945411394,0.898426783468667
"1112","wi5jeew6",25,"2","P5.3",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.925441208689343
"1113","o3hvm7pe",27,"2","P5.3",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.890749617297353
"1114","20ib0rz7",23,"2","P5.3",50,"Accept","0",8,60,"Accept",10,3.91202300542815,0.940437426945707
"1115","j6s1nkqt",18,"2","P5.3",25,"Decline","0",8,22,"Decline",-28,3.2188758248682,0.758052461346606
"1116","kknjqt0t",23,"1","P5.3",10,"Accept","0",8,10,"Decline",-40,2.30258509299405,0.94001475482331
"1117","o36reyew",22,"1","P5.3",20,"Accept","0",8,50,"Decline",0,2.99573227355399,0.889587018867495
"1118","rcce43lu",24,"1","P5.3",30,"Decline","0",8,30,"Decline",-20,3.40119738166216,0.864989489522334
"1119","98eku7hk",20,"2","P5.4",3,"Accept","0",8,7,"Decline",-43,1.09861228866811,0.880062024920278
"1120","wfeh0pi6",50,"1","P5.4",47,"Accept","0",8,45,"Accept",-5,3.85014760171006,0.861592650939119
"1121","027156c3",21,"1","P5.4",55,"Accept","0",8,55,"Accept",5,4.00733318523247,0.918066511211649
"1122","xfea0bma",22,"1","P5.4",55,"Accept","0",8,30,"Decline",-20,4.00733318523247,0.934278502829337
"1123","ornzkfx7",22,"1","P5.4",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.856166597883474
"1124","1vup6pbh",25,"2","P5.4",5,"Decline","0",8,75,"Accept",25,1.6094379124341,0.774162329810548
"1125","579jcdm7",49,"1","P5.4",50,"Accept","0",8,100,"Accept",50,3.91202300542815,0.889752465405828
"1126","jpubcjip",50,"1","P5.4",50,"Accept","0",8,60,"Accept",10,3.91202300542815,0.904576684986924
"1127","9v4hhlqw",21,"2","P5.4",32,"Accept","0",8,38,"Decline",-12,3.46573590279973,1
"1128","6fia97r7",20,"2","P5.4",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.919963042312994
"1129","3fvt8cun",21,"2","P5.4",40,"Accept","0",8,30,"Decline",-20,3.68887945411394,0.921515637853656
"1130","vpzy9ekv",20,"2","P5.4",40,"Decline","0",8,45,"Accept",-5,3.68887945411394,0.929959503054653
"1131","51puq0c0",26,"2","P5.4",43,"Accept","0",8,42,"Accept",-8,3.76120011569356,0.902285184220969
"1132","19ta5o5n",23,"2","P5.4",50,"Accept","0",8,45,"Accept",-5,3.91202300542815,0.923067755127282
"1133","t4di9mzf",21,"2","P5.4",33,"Accept","0",8,35,"Accept",-15,3.49650756146648,0.935517148328862
"1134","ytmp7lod",21,"2","P5.4",40,"Accept","0",8,35,"Decline",-15,3.68887945411394,0.934183198195364
"1135","te4gtw5r",52,"2","P5.4",35,"Accept","0",8,35,"Accept",-15,3.55534806148941,0.933270538243809
"1136","l1318zut",23,"1","P5.4",45,"Accept","0",8,45,"Decline",-5,3.80666248977032,0.930647131797716
"1137","g5qcynby",22,"1","P5.4",40,"Accept","0",8,40,"Accept",-10,3.68887945411394,0.898426783468667
"1138","wi5jeew6",25,"2","P5.4",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.925441208689343
"1139","o3hvm7pe",27,"2","P5.4",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.890749617297353
"1140","20ib0rz7",23,"2","P5.4",40,"Accept","0",8,50,"Accept",0,3.68887945411394,0.940437426945707
"1141","j6s1nkqt",18,"2","P5.4",27,"Decline","0",8,25,"Decline",-25,3.29583686600433,0.758052461346606
"1142","kknjqt0t",23,"1","P5.4",10,"Accept","0",8,10,"Accept",-40,2.30258509299405,0.94001475482331
"1143","o36reyew",22,"1","P5.4",50,"Accept","0",8,20,"Accept",-30,3.91202300542815,0.889587018867495
"1144","rcce43lu",24,"1","P5.4",35,"Decline","0",8,30,"Decline",-20,3.55534806148941,0.864989489522334
"1145","98eku7hk",20,"2","P5.5",3,"Accept","0",8,3,"Accept",-47,1.09861228866811,0.880062024920278
"1146","wfeh0pi6",50,"1","P5.5",50,"Accept","0",8,47,"Accept",-3,3.91202300542815,0.861592650939119
"1147","027156c3",21,"1","P5.5",50,"Accept","0",8,55,"Accept",5,3.91202300542815,0.918066511211649
"1148","xfea0bma",22,"1","P5.5",50,"Accept","0",8,55,"Accept",5,3.91202300542815,0.934278502829337
"1149","ornzkfx7",22,"1","P5.5",50,"Accept","0",8,50,"Accept",0,3.91202300542815,0.856166597883474
"1150","1vup6pbh",25,"2","P5.5",15,"Accept","0",8,5,"Decline",-45,2.70805020110221,0.774162329810548
"1151","579jcdm7",49,"1","P5.5",100,"Accept","0",8,50,"Accept",0,4.60517018598809,0.889752465405828
