"","ParticipantCode","Age","Gender","Round","Offer","Response","Is_anonymous","Other","PrevOffer","PrevResponse","centered_PrevOffer","log_offer","Semantic_distance"
"668","l1318zut",23,"1","P3.6",50,"Accept","0",6,45,"Decline",-5,3.91202300542815,0.915706040284088
"669","g5qcynby",22,"1","P3.6",35,"Accept","0",6,40,"Accept",-10,3.55534806148941,0.870748515146348
"670","wi5jeew6",25,"2","P3.6",40,"Accept","0",6,35,"Decline",-15,3.68887945411394,0.882013030467776
"671","o3hvm7pe",27,"2","P3.6",49,"Accept","0",6,50,"Decline",0,3.89182029811063,0.870073584004277
"672","20ib0rz7",23,"2","P3.6",30,"Accept","0",6,60,"Accept",10,3.40119738166216,0.872944593396232
"673","j6s1nkqt",18,"2","P3.6",37,"Accept","0",6,35,"Accept",-15,3.61091791264422,0.698762242061043
"674","kknjqt0t",23,"1","P3.6",20,"Decline","0",6,10,"Decline",-40,2.99573227355399,0.914296206384762
"675","o36reyew",22,"1","P3.6",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.899424453789584
"676","rcce43lu",24,"1","P3.6",30,"Decline","0",6,30,"Decline",-20,3.40119738166216,0.890843794908881
"677","98eku7hk",20,"2","P3.7",76,"Accept","0",6,77,"Accept",27,4.33073334028633,0.908607715324393
"678","wfeh0pi6",50,"1","P3.7",55,"Accept","0",6,50,"Accept",0,4.00733318523247,0.854993347555647
"679","027156c3",21,"1","P3.7",35,"Accept","0",6,35,"Accept",-15,3.55534806148941,0.900876228674218
"680","xfea0bma",22,"1","P3.7",15,"Decline","0",6,20,"Decline",-30,2.70805020110221,0.881925664905029
"681","ornzkfx7",22,"1","P3.7",35,"Accept","0",6,35,"Accept",-15,3.55534806148941,0.860908834742091
"682","1vup6pbh",25,"2","P3.7",40,"Decline","0",6,40,"Accept",-10,3.68887945411394,0.788368279678953
"683","579jcdm7",49,"1","P3.7",100,"Accept","0",6,100,"Accept",50,4.60517018598809,0.852342641102979
"684","jpubcjip",50,"1","P3.7",50,"Decline","0",6,50,"Accept",0,3.91202300542815,0.885173619458064
"685","9v4hhlqw",21,"2","P3.7",45,"Accept","0",6,41,"Accept",-9,3.80666248977032,0.923312858213495
"686","6fia97r7",20,"2","P3.7",66,"Decline","0",6,77,"Accept",27,4.18965474202643,0.88503714915483
"687","3fvt8cun",21,"2","P3.7",45,"Accept","0",6,40,"Decline",-10,3.80666248977032,0.868827179956857
"688","vpzy9ekv",20,"2","P3.7",45,"Accept","0",6,45,"Accept",-5,3.80666248977032,0.878938831839374
"689","51puq0c0",26,"2","P3.7",40,"Decline","0",6,40,"Decline",-10,3.68887945411394,0.880960868080307
"690","19ta5o5n",23,"2","P3.7",50,"Accept","0",6,60,"Accept",10,3.91202300542815,0.894065274245731
"691","t4di9mzf",21,"2","P3.7",33,"Accept","0",6,35,"Accept",-15,3.49650756146648,0.922664534147634
"692","ytmp7lod",21,"2","P3.7",15,"Decline","0",6,25,"Decline",-25,2.70805020110221,0.902778924102919
"693","te4gtw5r",52,"2","P3.7",35,"Accept","0",6,40,"Accept",-10,3.55534806148941,0.900012409449601
"694","l1318zut",23,"1","P3.7",45,"Decline","0",6,50,"Accept",0,3.80666248977032,0.915706040284088
"695","g5qcynby",22,"1","P3.7",35,"Accept","0",6,35,"Accept",-15,3.55534806148941,0.870748515146348
"696","wi5jeew6",25,"2","P3.7",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.882013030467776
"697","o3hvm7pe",27,"2","P3.7",50,"Accept","0",6,49,"Accept",-1,3.91202300542815,0.870073584004277
"698","20ib0rz7",23,"2","P3.7",50,"Accept","0",6,30,"Accept",-20,3.91202300542815,0.872944593396232
"699","j6s1nkqt",18,"2","P3.7",38,"Decline","0",6,37,"Accept",-13,3.63758615972639,0.698762242061043
"700","kknjqt0t",23,"1","P3.7",30,"Decline","0",6,20,"Decline",-30,3.40119738166216,0.914296206384762
"701","o36reyew",22,"1","P3.7",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.899424453789584
"702","rcce43lu",24,"1","P3.7",35,"Accept","0",6,30,"Decline",-20,3.55534806148941,0.890843794908881
"703","98eku7hk",20,"2","P3.8",33,"Decline","0",6,76,"Accept",26,3.49650756146648,0.908607715324393
"704","wfeh0pi6",50,"1","P3.8",55,"Decline","0",6,55,"Accept",5,4.00733318523247,0.854993347555647
"705","027156c3",21,"1","P3.8",30,"Decline","0",6,35,"Accept",-15,3.40119738166216,0.900876228674218
"706","xfea0bma",22,"1","P3.8",25,"Accept","0",6,15,"Decline",-35,3.2188758248682,0.881925664905029
"707","ornzkfx7",22,"1","P3.8",35,"Decline","0",6,35,"Accept",-15,3.55534806148941,0.860908834742091
"708","1vup6pbh",25,"2","P3.8",45,"Accept","0",6,40,"Decline",-10,3.80666248977032,0.788368279678953
"709","579jcdm7",49,"1","P3.8",50,"Accept","0",6,100,"Accept",50,3.91202300542815,0.852342641102979
"710","jpubcjip",50,"1","P3.8",50,"Accept","0",6,50,"Decline",0,3.91202300542815,0.885173619458064
"711","9v4hhlqw",21,"2","P3.8",49,"Accept","0",6,45,"Accept",-5,3.89182029811063,0.923312858213495
"712","6fia97r7",20,"2","P3.8",55,"Accept","0",6,66,"Decline",16,4.00733318523247,0.88503714915483
"713","3fvt8cun",21,"2","P3.8",45,"Accept","0",6,45,"Accept",-5,3.80666248977032,0.868827179956857
"714","vpzy9ekv",20,"2","P3.8",45,"Decline","0",6,45,"Accept",-5,3.80666248977032,0.878938831839374
"715","51puq0c0",26,"2","P3.8",40,"Accept","0",6,40,"Decline",-10,3.68887945411394,0.880960868080307
"716","19ta5o5n",23,"2","P3.8",50,"Accept","0",6,50,"Accept",0,3.91202300542815,0.894065274245731
"717","t4di9mzf",21,"2","P3.8",33,"Decline","0",6,33,"Accept",-17,3.49650756146648,0.922664534147634
"718","ytmp7lod",21,"2","P3.8",10,"Decline","0",6,15,"Decline",-35,2.30258509299405,0.902778924102919
"719","te4gtw5r",52,"2","P3.8",35,"Decline","0",6,35,"Accept",-15,3.55534806148941,0.900012409449601
"720","l1318zut",23,"1","P3.8",45,"Accept","0",6,45,"Decline",-5,3.80666248977032,0.915706040284088
"721","g5qcynby",22,"1","P3.8",32,"Decline","0",6,35,"Accept",-15,3.46573590279973,0.870748515146348
"722","wi5jeew6",25,"2","P3.8",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.882013030467776
"723","o3hvm7pe",27,"2","P3.8",50,"Accept","0",6,50,"Accept",0,3.91202300542815,0.870073584004277
"724","20ib0rz7",23,"2","P3.8",50,"Accept","0",6,50,"Accept",0,3.91202300542815,0.872944593396232
"725","j6s1nkqt",18,"2","P3.8",40,"Accept","0",6,38,"Decline",-12,3.68887945411394,0.698762242061043
"726","kknjqt0t",23,"1","P3.8",40,"Decline","0",6,30,"Decline",-20,3.68887945411394,0.914296206384762
"727","o36reyew",22,"1","P3.8",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.899424453789584
"728","rcce43lu",24,"1","P3.8",35,"Accept","0",6,35,"Accept",-15,3.55534806148941,0.890843794908881
"729","98eku7hk",20,"2","P3.9",22,"Accept","0",6,33,"Decline",-17,3.09104245335832,0.908607715324393
"730","wfeh0pi6",50,"1","P3.9",60,"Accept","0",6,55,"Decline",5,4.0943445622221,0.854993347555647
"731","027156c3",21,"1","P3.9",35,"Accept","0",6,30,"Decline",-20,3.55534806148941,0.900876228674218
"732","xfea0bma",22,"1","P3.9",26,"Accept","0",6,25,"Accept",-25,3.25809653802148,0.881925664905029
"733","ornzkfx7",22,"1","P3.9",40,"Decline","0",6,35,"Decline",-15,3.68887945411394,0.860908834742091
"734","1vup6pbh",25,"2","P3.9",45,"Decline","0",6,45,"Accept",-5,3.80666248977032,0.788368279678953
"735","579jcdm7",49,"1","P3.9",50,"Decline","0",6,50,"Accept",0,3.91202300542815,0.852342641102979
"736","jpubcjip",50,"1","P3.9",50,"Decline","0",6,50,"Accept",0,3.91202300542815,0.885173619458064
"737","9v4hhlqw",21,"2","P3.9",50,"Decline","0",6,49,"Accept",-1,3.91202300542815,0.923312858213495
"738","6fia97r7",20,"2","P3.9",55,"Decline","0",6,55,"Accept",5,4.00733318523247,0.88503714915483
"739","3fvt8cun",21,"2","P3.9",45,"Accept","0",6,45,"Accept",-5,3.80666248977032,0.868827179956857
"740","vpzy9ekv",20,"2","P3.9",50,"Accept","0",6,45,"Decline",-5,3.91202300542815,0.878938831839374
"741","51puq0c0",26,"2","P3.9",41,"Accept","0",6,40,"Accept",-10,3.71357206670431,0.880960868080307
"742","19ta5o5n",23,"2","P3.9",50,"Decline","0",6,50,"Accept",0,3.91202300542815,0.894065274245731
"743","t4di9mzf",21,"2","P3.9",35,"Accept","0",6,33,"Decline",-17,3.55534806148941,0.922664534147634
"744","ytmp7lod",21,"2","P3.9",0,"Accept","0",6,10,"Decline",-40,-Inf,0.902778924102919
"745","te4gtw5r",52,"2","P3.9",40,"Accept","0",6,35,"Decline",-15,3.68887945411394,0.900012409449601
"746","l1318zut",23,"1","P3.9",45,"Accept","0",6,45,"Accept",-5,3.80666248977032,0.915706040284088
"747","g5qcynby",22,"1","P3.9",40,"Decline","0",6,32,"Decline",-18,3.68887945411394,0.870748515146348
"748","wi5jeew6",25,"2","P3.9",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.882013030467776
"749","o3hvm7pe",27,"2","P3.9",50,"Decline","0",6,50,"Accept",0,3.91202300542815,0.870073584004277
"750","20ib0rz7",23,"2","P3.9",60,"Accept","0",6,50,"Accept",0,4.0943445622221,0.872944593396232
"751","j6s1nkqt",18,"2","P3.9",42,"Accept","0",6,40,"Accept",-10,3.73766961828337,0.698762242061043
"752","kknjqt0t",23,"1","P3.9",50,"Accept","0",6,40,"Decline",-10,3.91202300542815,0.914296206384762
"753","o36reyew",22,"1","P3.9",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.899424453789584
"754","rcce43lu",24,"1","P3.9",35,"Decline","0",6,35,"Accept",-15,3.55534806148941,0.890843794908881
"755","98eku7hk",20,"2","P3.10",1,"Decline","0",6,22,"Accept",-28,0,0.908607715324393
"756","wfeh0pi6",50,"1","P3.10",60,"Decline","0",6,60,"Accept",10,4.0943445622221,0.854993347555647
"757","027156c3",21,"1","P3.10",35,"Accept","0",6,35,"Accept",-15,3.55534806148941,0.900876228674218
"758","xfea0bma",22,"1","P3.10",27,"Accept","0",6,26,"Accept",-24,3.29583686600433,0.881925664905029
"759","ornzkfx7",22,"1","P3.10",35,"Accept","0",6,40,"Decline",-10,3.55534806148941,0.860908834742091
"760","1vup6pbh",25,"2","P3.10",50,"Accept","0",6,45,"Decline",-5,3.91202300542815,0.788368279678953
"761","579jcdm7",49,"1","P3.10",100,"Accept","0",6,50,"Decline",0,4.60517018598809,0.852342641102979
"762","jpubcjip",50,"1","P3.10",50,"Decline","0",6,50,"Decline",0,3.91202300542815,0.885173619458064
"763","9v4hhlqw",21,"2","P3.10",55,"Accept","0",6,50,"Decline",0,4.00733318523247,0.923312858213495
"764","6fia97r7",20,"2","P3.10",47,"Accept","0",6,55,"Decline",5,3.85014760171006,0.88503714915483
"765","3fvt8cun",21,"2","P3.10",0,"Decline","0",6,45,"Accept",-5,-Inf,0.868827179956857
"766","vpzy9ekv",20,"2","P3.10",50,"Accept","0",6,50,"Accept",0,3.91202300542815,0.878938831839374
"767","51puq0c0",26,"2","P3.10",42,"Accept","0",6,41,"Accept",-9,3.73766961828337,0.880960868080307
"768","19ta5o5n",23,"2","P3.10",10,"Decline","0",6,50,"Decline",0,2.30258509299405,0.894065274245731
"769","t4di9mzf",21,"2","P3.10",35,"Accept","0",6,35,"Accept",-15,3.55534806148941,0.922664534147634
"770","ytmp7lod",21,"2","P3.10",50,"Accept","0",6,0,"Accept",-50,3.91202300542815,0.902778924102919
"771","te4gtw5r",52,"2","P3.10",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.900012409449601
"772","l1318zut",23,"1","P3.10",45,"Accept","0",6,45,"Accept",-5,3.80666248977032,0.915706040284088
"773","g5qcynby",22,"1","P3.10",42,"Accept","0",6,40,"Decline",-10,3.73766961828337,0.870748515146348
"774","wi5jeew6",25,"2","P3.10",30,"Decline","0",6,40,"Accept",-10,3.40119738166216,0.882013030467776
"775","o3hvm7pe",27,"2","P3.10",49,"Accept","0",6,50,"Decline",0,3.89182029811063,0.870073584004277
"776","20ib0rz7",23,"2","P3.10",35,"Accept","0",6,60,"Accept",10,3.55534806148941,0.872944593396232
"777","j6s1nkqt",18,"2","P3.10",45,"Decline","0",6,42,"Accept",-8,3.80666248977032,0.698762242061043
"778","kknjqt0t",23,"1","P3.10",50,"Decline","0",6,50,"Accept",0,3.91202300542815,0.914296206384762
"779","o36reyew",22,"1","P3.10",40,"Accept","0",6,40,"Accept",-10,3.68887945411394,0.899424453789584
"780","rcce43lu",24,"1","P3.10",30,"Accept","0",6,35,"Decline",-15,3.40119738166216,0.890843794908881
"781","98eku7hk",20,"2","P4.1",11,"Decline","0",7,NA,NA,NA,2.39789527279837,0.852449435795353
"782","wfeh0pi6",50,"1","P4.1",20,"Decline","0",7,NA,NA,NA,2.99573227355399,0.836477171152245
"783","027156c3",21,"1","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.912651530323051
"784","xfea0bma",22,"1","P4.1",50,"Decline","0",7,NA,NA,NA,3.91202300542815,0.939544179136227
"785","ornzkfx7",22,"1","P4.1",30,"Decline","0",7,NA,NA,NA,3.40119738166216,0.837329953389049
"786","1vup6pbh",25,"2","P4.1",42,"Accept","0",7,NA,NA,NA,3.73766961828337,0.754014734745607
"787","579jcdm7",49,"1","P4.1",100,"Accept","0",7,NA,NA,NA,4.60517018598809,0.902589777814321
"788","jpubcjip",50,"1","P4.1",60,"Accept","0",7,NA,NA,NA,4.0943445622221,0.882245856560178
"789","9v4hhlqw",21,"2","P4.1",35,"Accept","0",7,NA,NA,NA,3.55534806148941,0.951220060104023
"790","6fia97r7",20,"2","P4.1",50,"Decline","0",7,NA,NA,NA,3.91202300542815,0.932747482222432
"791","3fvt8cun",21,"2","P4.1",3,"Accept","0",7,NA,NA,NA,1.09861228866811,0.933911592465989
"792","vpzy9ekv",20,"2","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.933240021494758
"793","51puq0c0",26,"2","P4.1",39,"Decline","0",7,NA,NA,NA,3.66356164612965,0.909751857825803
"794","19ta5o5n",23,"2","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.901865020633323
"795","t4di9mzf",21,"2","P4.1",33,"Accept","0",7,NA,NA,NA,3.49650756146648,0.929923259784676
"796","ytmp7lod",21,"2","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.909782464755394
"797","te4gtw5r",52,"2","P4.1",35,"Accept","0",7,NA,NA,NA,3.55534806148941,0.934424461041242
"798","l1318zut",23,"1","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.929479148768431
"799","g5qcynby",22,"1","P4.1",60,"Accept","0",7,NA,NA,NA,4.0943445622221,0.933066233403397
"800","wi5jeew6",25,"2","P4.1",50,"Decline","0",7,NA,NA,NA,3.91202300542815,0.924839464339967
"801","o3hvm7pe",27,"2","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.923066823100972
"802","20ib0rz7",23,"2","P4.1",45,"Accept","0",7,NA,NA,NA,3.80666248977032,0.958691552326234
"803","j6s1nkqt",18,"2","P4.1",25,"Accept","0",7,NA,NA,NA,3.2188758248682,0.744515567441081
"804","kknjqt0t",23,"1","P4.1",10,"Decline","0",7,NA,NA,NA,2.30258509299405,0.951400945708195
"805","o36reyew",22,"1","P4.1",50,"Accept","0",7,NA,NA,NA,3.91202300542815,0.881078306261058
"806","rcce43lu",24,"1","P4.1",30,"Accept","0",7,NA,NA,NA,3.40119738166216,0.841054798896276
"807","98eku7hk",20,"2","P4.2",11,"Accept","0",7,11,"Decline",-39,2.39789527279837,0.852449435795353
"808","wfeh0pi6",50,"1","P4.2",40,"Accept","0",7,20,"Decline",-30,3.68887945411394,0.836477171152245
"809","027156c3",21,"1","P4.2",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.912651530323051
"810","xfea0bma",22,"1","P4.2",50,"Accept","0",7,50,"Decline",0,3.91202300542815,0.939544179136227
"811","ornzkfx7",22,"1","P4.2",29,"Decline","0",7,30,"Decline",-20,3.36729582998647,0.837329953389049
"812","1vup6pbh",25,"2","P4.2",42,"Accept","0",7,42,"Accept",-8,3.73766961828337,0.754014734745607
"813","579jcdm7",49,"1","P4.2",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"814","jpubcjip",50,"1","P4.2",55,"Decline","0",7,60,"Accept",10,4.00733318523247,0.882245856560178
"815","9v4hhlqw",21,"2","P4.2",39,"Accept","0",7,35,"Accept",-15,3.66356164612965,0.951220060104023
"816","6fia97r7",20,"2","P4.2",50,"Accept","0",7,50,"Decline",0,3.91202300542815,0.932747482222432
"817","3fvt8cun",21,"2","P4.2",10,"Decline","0",7,3,"Accept",-47,2.30258509299405,0.933911592465989
"818","vpzy9ekv",20,"2","P4.2",45,"Accept","0",7,50,"Accept",0,3.80666248977032,0.933240021494758
"819","51puq0c0",26,"2","P4.2",39,"Accept","0",7,39,"Decline",-11,3.66356164612965,0.909751857825803
"820","19ta5o5n",23,"2","P4.2",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.901865020633323
"821","t4di9mzf",21,"2","P4.2",33,"Decline","0",7,33,"Accept",-17,3.49650756146648,0.929923259784676
"822","ytmp7lod",21,"2","P4.2",40,"Accept","0",7,50,"Accept",0,3.68887945411394,0.909782464755394
"823","te4gtw5r",52,"2","P4.2",35,"Accept","0",7,35,"Accept",-15,3.55534806148941,0.934424461041242
"824","l1318zut",23,"1","P4.2",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.929479148768431
"825","g5qcynby",22,"1","P4.2",50,"Accept","0",7,60,"Accept",10,3.91202300542815,0.933066233403397
"826","wi5jeew6",25,"2","P4.2",50,"Accept","0",7,50,"Decline",0,3.91202300542815,0.924839464339967
"827","o3hvm7pe",27,"2","P4.2",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.923066823100972
"828","20ib0rz7",23,"2","P4.2",60,"Accept","0",7,45,"Accept",-5,4.0943445622221,0.958691552326234
"829","j6s1nkqt",18,"2","P4.2",29,"Accept","0",7,25,"Accept",-25,3.36729582998647,0.744515567441081
"830","kknjqt0t",23,"1","P4.2",20,"Accept","0",7,10,"Decline",-40,2.99573227355399,0.951400945708195
"831","o36reyew",22,"1","P4.2",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.881078306261058
"832","rcce43lu",24,"1","P4.2",30,"Decline","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
"833","98eku7hk",20,"2","P4.3",33,"Accept","0",7,11,"Accept",-39,3.49650756146648,0.852449435795353
"834","wfeh0pi6",50,"1","P4.3",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.836477171152245
"835","027156c3",21,"1","P4.3",40,"Accept","0",7,50,"Decline",0,3.68887945411394,0.912651530323051
"836","xfea0bma",22,"1","P4.3",30,"Accept","0",7,50,"Accept",0,3.40119738166216,0.939544179136227
"837","ornzkfx7",22,"1","P4.3",31,"Accept","0",7,29,"Decline",-21,3.43398720448515,0.837329953389049
"838","1vup6pbh",25,"2","P4.3",58,"Accept","0",7,42,"Accept",-8,4.06044301054642,0.754014734745607
"839","579jcdm7",49,"1","P4.3",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"840","jpubcjip",50,"1","P4.3",50,"Accept","0",7,55,"Decline",5,3.91202300542815,0.882245856560178
"841","9v4hhlqw",21,"2","P4.3",40,"Accept","0",7,39,"Accept",-11,3.68887945411394,0.951220060104023
"842","6fia97r7",20,"2","P4.3",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"843","3fvt8cun",21,"2","P4.3",30,"Decline","0",7,10,"Decline",-40,3.40119738166216,0.933911592465989
"844","vpzy9ekv",20,"2","P4.3",43,"Accept","0",7,45,"Accept",-5,3.76120011569356,0.933240021494758
"845","51puq0c0",26,"2","P4.3",40,"Accept","0",7,39,"Accept",-11,3.68887945411394,0.909751857825803
"846","19ta5o5n",23,"2","P4.3",60,"Accept","0",7,50,"Accept",0,4.0943445622221,0.901865020633323
"847","t4di9mzf",21,"2","P4.3",35,"Decline","0",7,33,"Decline",-17,3.55534806148941,0.929923259784676
"848","ytmp7lod",21,"2","P4.3",30,"Decline","0",7,40,"Accept",-10,3.40119738166216,0.909782464755394
"849","te4gtw5r",52,"2","P4.3",35,"Decline","0",7,35,"Accept",-15,3.55534806148941,0.934424461041242
"850","l1318zut",23,"1","P4.3",50,"Accept","0",7,50,"Decline",0,3.91202300542815,0.929479148768431
"851","g5qcynby",22,"1","P4.3",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"852","wi5jeew6",25,"2","P4.3",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.924839464339967
"853","o3hvm7pe",27,"2","P4.3",49,"Accept","0",7,50,"Decline",0,3.89182029811063,0.923066823100972
"854","20ib0rz7",23,"2","P4.3",70,"Decline","0",7,60,"Accept",10,4.24849524204936,0.958691552326234
"855","j6s1nkqt",18,"2","P4.3",31,"Decline","0",7,29,"Accept",-21,3.43398720448515,0.744515567441081
"856","kknjqt0t",23,"1","P4.3",20,"Accept","0",7,20,"Accept",-30,2.99573227355399,0.951400945708195
"857","o36reyew",22,"1","P4.3",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.881078306261058
"858","rcce43lu",24,"1","P4.3",30,"Accept","0",7,30,"Decline",-20,3.40119738166216,0.841054798896276
"859","98eku7hk",20,"2","P4.4",44,"Decline","0",7,33,"Accept",-17,3.78418963391826,0.852449435795353
"860","wfeh0pi6",50,"1","P4.4",42,"Accept","0",7,40,"Accept",-10,3.73766961828337,0.836477171152245
"861","027156c3",21,"1","P4.4",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"862","xfea0bma",22,"1","P4.4",20,"Decline","0",7,30,"Accept",-20,2.99573227355399,0.939544179136227
"863","ornzkfx7",22,"1","P4.4",31,"Decline","0",7,31,"Accept",-19,3.43398720448515,0.837329953389049
"864","1vup6pbh",25,"2","P4.4",40,"Accept","0",7,58,"Accept",8,3.68887945411394,0.754014734745607
"865","579jcdm7",49,"1","P4.4",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"866","jpubcjip",50,"1","P4.4",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.882245856560178
"867","9v4hhlqw",21,"2","P4.4",42,"Decline","0",7,40,"Accept",-10,3.73766961828337,0.951220060104023
"868","6fia97r7",20,"2","P4.4",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"869","3fvt8cun",21,"2","P4.4",40,"Accept","0",7,30,"Decline",-20,3.68887945411394,0.933911592465989
"870","vpzy9ekv",20,"2","P4.4",40,"Decline","0",7,43,"Accept",-7,3.68887945411394,0.933240021494758
"871","51puq0c0",26,"2","P4.4",41,"Accept","0",7,40,"Accept",-10,3.71357206670431,0.909751857825803
"872","19ta5o5n",23,"2","P4.4",50,"Accept","0",7,60,"Accept",10,3.91202300542815,0.901865020633323
"873","t4di9mzf",21,"2","P4.4",25,"Decline","0",7,35,"Decline",-15,3.2188758248682,0.929923259784676
"874","ytmp7lod",21,"2","P4.4",40,"Decline","0",7,30,"Decline",-20,3.68887945411394,0.909782464755394
"875","te4gtw5r",52,"2","P4.4",35,"Accept","0",7,35,"Decline",-15,3.55534806148941,0.934424461041242
"876","l1318zut",23,"1","P4.4",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.929479148768431
"877","g5qcynby",22,"1","P4.4",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"878","wi5jeew6",25,"2","P4.4",40,"Decline","0",7,50,"Accept",0,3.68887945411394,0.924839464339967
"879","o3hvm7pe",27,"2","P4.4",50,"Accept","0",7,49,"Accept",-1,3.91202300542815,0.923066823100972
"880","20ib0rz7",23,"2","P4.4",15,"Decline","0",7,70,"Decline",20,2.70805020110221,0.958691552326234
"881","j6s1nkqt",18,"2","P4.4",33,"Accept","0",7,31,"Decline",-19,3.49650756146648,0.744515567441081
"882","kknjqt0t",23,"1","P4.4",20,"Accept","0",7,20,"Accept",-30,2.99573227355399,0.951400945708195
"883","o36reyew",22,"1","P4.4",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.881078306261058
"884","rcce43lu",24,"1","P4.4",30,"Accept","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
"885","98eku7hk",20,"2","P4.5",5,"Decline","0",7,44,"Decline",-6,1.6094379124341,0.852449435795353
"886","wfeh0pi6",50,"1","P4.5",44,"Accept","0",7,42,"Accept",-8,3.78418963391826,0.836477171152245
"887","027156c3",21,"1","P4.5",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.912651530323051
"888","xfea0bma",22,"1","P4.5",50,"Decline","0",7,20,"Decline",-30,3.91202300542815,0.939544179136227
"889","ornzkfx7",22,"1","P4.5",32,"Accept","0",7,31,"Decline",-19,3.46573590279973,0.837329953389049
"890","1vup6pbh",25,"2","P4.5",35,"Decline","0",7,40,"Accept",-10,3.55534806148941,0.754014734745607
"891","579jcdm7",49,"1","P4.5",100,"Accept","0",7,100,"Accept",50,4.60517018598809,0.902589777814321
"892","jpubcjip",50,"1","P4.5",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.882245856560178
"893","9v4hhlqw",21,"2","P4.5",32,"Accept","0",7,42,"Decline",-8,3.46573590279973,0.951220060104023
"894","6fia97r7",20,"2","P4.5",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.932747482222432
"895","3fvt8cun",21,"2","P4.5",40,"Accept","0",7,40,"Accept",-10,3.68887945411394,0.933911592465989
"896","vpzy9ekv",20,"2","P4.5",45,"Accept","0",7,40,"Decline",-10,3.80666248977032,0.933240021494758
"897","51puq0c0",26,"2","P4.5",42,"Decline","0",7,41,"Accept",-9,3.73766961828337,0.909751857825803
"898","19ta5o5n",23,"2","P4.5",55,"Decline","0",7,50,"Accept",0,4.00733318523247,0.901865020633323
"899","t4di9mzf",21,"2","P4.5",33,"Accept","0",7,25,"Decline",-25,3.49650756146648,0.929923259784676
"900","ytmp7lod",21,"2","P4.5",50,"Decline","0",7,40,"Decline",-10,3.91202300542815,0.909782464755394
"901","te4gtw5r",52,"2","P4.5",40,"Accept","0",7,35,"Accept",-15,3.68887945411394,0.934424461041242
"902","l1318zut",23,"1","P4.5",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.929479148768431
"903","g5qcynby",22,"1","P4.5",50,"Accept","0",7,50,"Accept",0,3.91202300542815,0.933066233403397
"904","wi5jeew6",25,"2","P4.5",40,"Accept","0",7,40,"Decline",-10,3.68887945411394,0.924839464339967
"905","o3hvm7pe",27,"2","P4.5",50,"Decline","0",7,50,"Accept",0,3.91202300542815,0.923066823100972
"906","20ib0rz7",23,"2","P4.5",20,"Accept","0",7,15,"Decline",-35,2.99573227355399,0.958691552326234
"907","j6s1nkqt",18,"2","P4.5",36,"Accept","0",7,33,"Accept",-17,3.58351893845611,0.744515567441081
"908","kknjqt0t",23,"1","P4.5",20,"Decline","0",7,20,"Accept",-30,2.99573227355399,0.951400945708195
"909","o36reyew",22,"1","P4.5",20,"Decline","0",7,50,"Decline",0,2.99573227355399,0.881078306261058
"910","rcce43lu",24,"1","P4.5",30,"Accept","0",7,30,"Accept",-20,3.40119738166216,0.841054798896276
